,...1,Species,Colony,depth,Site,File,DATE,TIME,PAR,Depth(m),T(C),Battery_V,Dark_Fo,Fm,Fv,fv_fm,Sigma,p,Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,GAIN,Light_Fo,Fm.1,Fv.1,Fv_Fm.1,Sigma.1,p.1,Alp1.1,Tau1.1,Alp2.1,Tau2.1,Alp3.1,Tau3.1,Alp4.1,Tau4.1,TauAv1.1,TauAv2.1,Pmax.e.s
611,611,Pavona,13,10,Papagayo5,20250208.06,02/08/2025,55909,503.1,-1.9,85.2,15.92,66.9,130.1,63.2,0.486,356.4,0.09,0.58,300,0.32,1566,0.1,68155,--------,-------,749,7585,800,149.7,169.5,19.8,0.117,209.8,0.22,0.147,721,0.019,16229,0.834,16266,--------,-------,13939,13984,71.7
612,612,Pavona,13,10,Papagayo5,20250208.07,02/08/2025,55919,518.6,-1.9,84,15.91,62.9,118.9,56.1,0.471,365.3,0.16,0.61,454,0.26,1865,0.13,50321,--------,-------,873,7300,800,139.1,157.5,18.4,0.117,168.1,0.05,0.18,658,0.018,14279,0.803,14279,--------,-------,11789,11833,84.8
613,613,Pavona,13,10,Papagayo5,20250208.07,02/08/2025,55928,740.5,-1.9,83.3,15.91,72.2,135.8,63.6,0.468,359.1,0.2,0.52,304,0.38,1476,0.1,40221,--------,-------,795,4799,700,141.2,160.6,19.4,0.121,246.2,0,0.219,605,0.723,11522,0.057,11530,--------,-------,8982,9128,111.3
614,614,Pavona,14,15,Papagayo5,20250208.07,02/08/2025,55997,487.6,-1.8,84.4,15.89,73,147,74,0.503,356.7,0,0.6,366,0.27,1556,0.13,57492,--------,-------,736,8093,700,181,201.2,20.2,0.1,258.5,0,0.124,746,0.795,15651,0.081,15654,--------,-------,13641,13805,73.3
615,615,Pavona,14,15,Papagayo5,20250208.07,02/08/2025,56005,558.1,-1.8,84.7,15.89,67.6,134.3,66.6,0.496,354.3,0.1,0.56,341,0.34,1822,0.1,152234,--------,-------,898,15906,700,146.7,163.6,17,0.104,232.2,0,0.127,758,0.116,13866,0.758,13891,--------,-------,12010,12224,83.3
616,616,Pavona,14,15,Papagayo5,20250208.07,02/08/2025,56013,495,-1.8,85,15.89,68.9,138.8,69.9,0.504,379.3,0.02,0.77,537,0.13,7003,0.09,378668,--------,-------,1496,35502,700,162.2,184.8,22.6,0.123,193.7,0,0.179,639,0.786,15025,0.035,18302,--------,-------,12355,12565,80.9
617,617,Pavona,14,15,Papagayo5,20250208.07,02/08/2025,56023,472.6,-1.8,85.2,15.89,69.6,140,70.4,0.503,361.3,0.13,0.56,226,0.35,1201,0.09,68755,--------,-------,599,6964,700,145.8,166.1,20.3,0.122,226.8,0,0.187,754,0.72,15466,0.093,15506,--------,-------,12438,12725,80.4
618,618,Pavona,14,15,Papagayo5,20250208.07,02/08/2025,56033,455.7,-1.8,85.3,15.88,63.6,124.6,61,0.49,367.3,0.07,0.65,366,0.25,1877,0.1,110967,--------,-------,793,11944,800,138.5,155.8,17.3,0.111,244.9,0.01,0.161,674,0.72,14548,0.119,14562,--------,-------,12007,12310,83.3
619,619,Pocillopora,15,15,Papagayo5,20250208.07,02/08/2025,56198,392.6,-2,84.2,15.85,42.1,88,45.9,0.522,309,0.31,0.55,381,0.28,1978,0.17,53595,--------,-------,924,9785,1000,98,112,14,0.125,150.2,0.15,0.161,963,0.021,16287,0.817,16288,--------,-------,13760,13814,72.7
620,620,Pocillopora,15,15,Papagayo5,20250208.07,02/08/2025,56208,900,-2,84.2,15.84,30.3,63.4,33.1,0.522,280.9,0.19,0.64,209,0.28,1492,0.08,75352,--------,-------,595,6730,1100,77.4,86.1,8.7,0.101,384.4,0.01,0.19,705,0.733,8986,0.077,8998,--------,-------,7281,7413,137.3
621,621,Pocillopora,15,15,Papagayo5,20250208.07,02/08/2025,56219,900,-2,83.9,15.84,44.7,87.5,42.8,0.49,317.5,0.28,0.74,493,0.18,6117,0.08,506751,--------,-------,1598,40362,1000,103.7,119.1,15.4,0.13,170.9,0,0.239,544,0.704,9362,0.057,9380,--------,-------,7123,7252,140.4
622,622,Pocillopora,15,15,Papagayo5,20250208.08,02/08/2025,56228,732.5,-2,83.8,15.83,44.6,89.5,44.8,0.501,324.4,0.33,0.56,285,0.35,2115,0.09,127758,--------,-------,996,12247,1000,99.3,114.7,15.4,0.134,185.4,0.03,0.22,457,0.749,11260,0.03,11264,--------,-------,8808,8882,113.5
623,623,Pocillopora,15,15,Papagayo5,20250208.08,02/08/2025,56240,900,-2,84.2,15.83,44.2,93.7,49.6,0.529,289.3,0.24,0.58,177,0.34,1411,0.08,60413,--------,-------,629,5657,1000,119.2,135.5,16.3,0.12,174.1,0,0.167,922,0.043,10380,0.79,10386,--------,-------,8735,8806,114.5
624,624,Pocillopora,16,6,Papagayo6,20250208.08,02/08/2025,60243,900,1.3,71,15.66,35.3,63.4,28.2,0.444,264.3,0.35,0.7,707,0.19,4491,0.11,150793,--------,-------,1522,17832,1000,59.6,73.1,13.4,0.184,165.5,0.07,0.37,2067,0.079,7385,0.551,7388,--------,-------,5250,5420,190.5
625,625,Pocillopora,16,6,Papagayo6,20250208.08,02/08/2025,60263,687.4,0.5,71.8,15.64,55.6,116,60.4,0.521,296.6,0.26,0.59,295,0.32,1947,0.09,66152,--------,-------,871,6611,800,104.8,122.3,17.5,0.143,162.9,0,0.243,636,0.695,11888,0.062,11909,--------,-------,8972,9155,111.5
626,626,Pocillopora,16,6,Papagayo6,20250208.08,02/08/2025,60274,900,0.3,73,15.64,45.4,77.4,32,0.414,214.3,0.22,0.43,189,0.49,1840,0.08,57474,--------,-------,1073,5508,1000,67.7,79.8,12.1,0.151,225.4,0,0.405,727,0.505,6233,0.09,6245,--------,-------,3782,4004,264.4
627,627,Pocillopora,16,6,Papagayo6,20250208.08,02/08/2025,60284,655.4,0.2,74,15.63,48.3,99,50.7,0.512,278.4,0.22,0.7,507,0.23,5402,0.07,412524,--------,-------,1734,30850,900,115.2,129.4,14.2,0.11,191.2,0,0.189,621,0.759,13148,0.052,13152,--------,-------,10653,10784,93.9
628,628,Pocillopora,16,6,Papagayo6,20250208.08,02/08/2025,60294,727.7,0.1,73.7,15.63,52.8,102.3,49.5,0.484,304.7,0.35,0.44,227,0.44,1182,0.12,62521,--------,-------,703,8024,900,120.7,136.5,15.8,0.116,222.2,0,0.215,744,0.713,11977,0.072,12016,--------,-------,9377,9568,106.6
629,629,Pocillopora,17,6,Papagayo6,20250208.08,02/08/2025,60699,675.6,-1,81,15.51,42.3,86.4,44.1,0.511,268.9,0.43,0.61,336,0.31,2610,0.08,301963,--------,-------,1090,25209,1000,98.7,111.5,12.8,0.115,205.6,0,0.154,564,0.726,13462,0.12,13478,--------,-------,11208,11479,89.2
630,630,Pocillopora,17,6,Papagayo6,20250208.08,02/08/2025,60711,900,-1.3,80.7,15.5,37.9,64.7,26.9,0.415,222,0.21,0.64,244,0.3,1795,0.06,88592,--------,-------,744,6232,1000,60.6,74.8,14.2,0.19,147.2,0.18,0.425,931,0.083,6670,0.492,6681,--------,-------,4019,4239,248.8
631,631,Pocillopora,17,6,Papagayo6,20250208.08,02/08/2025,60720,900,-1.4,80.8,15.51,56,114.5,58.6,0.511,320.5,0.31,0.68,323,0.23,2285,0.09,93983,--------,-------,811,9220,800,126,144.9,18.9,0.13,225.8,0,0.181,604,0.057,8530,0.763,8530,--------,-------,7012,7098,142.6
632,632,Pocillopora,17,6,Papagayo6,20250208.09,02/08/2025,60734,857,-1.5,81.2,15.51,51.1,105.5,54.5,0.516,310.5,0.17,0.72,445,0.2,3155,0.08,901055,--------,-------,1032,72717,900,121.8,141.9,20.1,0.142,166.9,0.27,0.243,311,0.714,9799,0.043,9802,--------,-------,7388,7491,135.4
633,633,Pocillopora,17,6,Papagayo6,20250208.09,02/08/2025,60743,784.7,-1.5,80.7,15.49,39.7,80.3,40.7,0.506,338.8,0.29,0.55,292,0.35,1714,0.1,56154,--------,-------,851,6182,1000,89.8,102.5,12.8,0.124,223.4,0,0.164,890,0.064,9905,0.771,9925,--------,-------,8341,8441,119.9
634,634,Pocillopora,18,6,Papagayo6,20250208.09,02/08/2025,60767,900,-1.6,80.8,15.49,44.3,69.4,25,0.361,244.4,0.31,0.73,689,0.18,9205,0.09,336711,--------,-------,2391,32134,1000,69.2,82.3,13.1,0.159,251.5,0,0.395,543,0.531,6707,0.074,6768,--------,-------,4078,4277,245.2
635,635,Pocillopora,18,6,Papagayo6,20250208.09,02/08/2025,60776,900,-1.6,81.2,15.49,50.1,94.1,44,0.468,223.5,0.14,0.58,338,0.32,1434,0.1,126718,--------,-------,726,13645,900,100.1,122.4,22.4,0.183,142.3,0.15,0.281,629,0.099,6811,0.619,6812,--------,-------,4881,5073,204.9
636,636,Pocillopora,18,6,Papagayo6,20250208.09,02/08/2025,60786,900,-1.7,81.9,15.48,46.2,75.2,29,0.386,244.2,0.29,0.52,380,0.38,2369,0.1,573661,--------,-------,1210,58571,900,77,92.9,15.9,0.171,209.8,0,0.442,844,0.082,5959,0.477,5992,--------,-------,3516,3716,284.4
637,637,Pocillopora,18,6,Papagayo6,20250208.09,02/08/2025,60796,900,-1.7,81.2,15.48,47.3,84.7,37.4,0.442,267.2,0.26,0.55,351,0.36,2478,0.08,736755,--------,-------,1189,63138,900,78.4,94.2,15.7,0.167,172.8,0.24,0.348,604,0.062,7779,0.59,7785,--------,-------,5120,5284,195.3
638,638,Pocillopora,18,6,Papagayo6,20250208.09,02/08/2025,60806,900,-1.7,80.9,15.48,49,97.2,48.2,0.496,270.1,0.22,0.54,287,0.36,1507,0.11,59461,--------,-------,774,7096,900,101.3,118.1,16.8,0.142,207.7,0,0.277,950,0.054,8942,0.669,8945,--------,-------,6607,6734,151.3
639,639,Pocillopora,19,6,Papagayo6,20250208.09,02/08/2025,61110,900,-1.9,82.5,15.41,39.7,80.1,40.4,0.504,278.6,0.24,0.74,455,0.16,6633,0.1,509300,--------,-------,1572,51564,1000,89.5,104.6,15.2,0.145,189.1,0.05,0.241,647,0.056,10900,0.702,10907,--------,-------,8284,8431,120.7
640,640,Pocillopora,19,6,Papagayo6,20250208.09,02/08/2025,61125,900,-2,82.8,15.41,60.8,124.1,63.3,0.51,314.6,0.22,0.58,226,0.35,1730,0.07,109933,--------,-------,793,8664,800,127.4,149.8,22.4,0.149,209.2,0,0.242,855,0.685,7414,0.073,7423,--------,-------,5702,5827,175.4
641,641,Pocillopora,19,6,Papagayo6,20250208.09,02/08/2025,61134,900,-1.9,82.5,15.41,54.3,102.1,47.8,0.468,303.2,0.14,0.62,283,0.31,1986,0.06,294909,--------,-------,854,19201,900,102.1,119.9,17.8,0.149,237.4,0,0.267,661,0.624,6946,0.109,6948,--------,-------,5063,5269,197.5
642,642,Pocillopora,19,6,Papagayo6,20250208.1,02/08/2025,61142,900,-1.9,82.6,15.4,47.1,86.6,39.5,0.456,289.4,0.27,0.54,422,0.33,1548,0.13,137881,--------,-------,848,19061,1000,88.9,104,15,0.145,279.4,0.01,0.332,1099,0.58,7748,0.088,7775,--------,-------,5330,5546,187.6
643,643,Pocillopora,19,6,Papagayo6,20250208.1,02/08/2025,61154,900,-1.9,83,15.4,30,49.8,19.7,0.397,226.9,0.41,0.51,305,0.37,1394,0.13,140432,--------,-------,762,18540,1100,39.5,49.4,9.9,0.2,154.7,0,0.426,713,0.485,4375,0.088,4376,--------,-------,2663,2815,375.5
644,644,Pocillopora,20,6,Papagayo6,20250208.1,02/08/2025,61382,900,-2.1,83.6,15.35,42.1,77.6,35.5,0.458,247.8,0.31,0.65,254,0.25,2124,0.1,59196,--------,-------,765,6542,1000,70.2,82.7,12.5,0.151,208.4,0,0.275,772,0.053,8191,0.672,8204,--------,-------,6046,6161,165.4
645,645,Pocillopora,20,6,Papagayo6,20250208.1,02/08/2025,61392,900,-2.1,83.3,15.35,54.1,103.2,49.1,0.476,279.8,0.19,0.58,314,0.32,1408,0.1,96428,--------,-------,707,10002,900,108.7,126.8,18.1,0.143,216.6,0,0.255,780,0.672,7828,0.074,7839,--------,-------,5891,6034,169.8
646,646,Pocillopora,20,6,Papagayo6,20250208.1,02/08/2025,61402,900,-1.8,83.4,15.34,50.1,94.1,43.9,0.467,252.4,0.13,0.55,281,0.36,1679,0.09,63713,--------,-------,830,6701,900,97.6,114.3,16.7,0.146,199.8,0,0.277,782,0.655,7689,0.068,7695,--------,-------,5634,5773,177.5
647,647,Pocillopora,20,6,Papagayo6,20250208.1,02/08/2025,61413,900,-1.9,83.7,15.34,45.8,86.3,40.5,0.469,269.4,0.31,0.53,241,0.37,1753,0.1,136813,--------,-------,864,14685,900,92.8,108.6,15.7,0.145,232.5,0,0.32,733,0.609,8030,0.07,8060,--------,-------,5516,5695,181.3
648,648,Pocillopora,20,6,Papagayo6,20250208.1,02/08/2025,61425,900,-2.1,83.6,15.34,51.4,95.6,44.2,0.463,265.2,0.3,0.55,298,0.35,1962,0.1,124888,--------,-------,948,13938,900,94.4,112.1,17.7,0.158,191.2,0.06,0.282,577,0.657,7863,0.061,7868,--------,-------,5674,5808,176.2
649,649,Pocillopora,21,6,Papagayo6,20250208.1,02/08/2025,61438,900,-2,83.4,15.33,42.9,79.2,36.3,0.459,255.7,0.26,0.72,505,0.17,3721,0.11,901055,--------,-------,1119,100378,1000,84.6,101.4,16.8,0.166,159.6,0.04,0.321,785,0.052,7925,0.627,7928,--------,-------,5507,5633,181.6
650,650,Pocillopora,21,6,Papagayo6,20250208.1,02/08/2025,61450,900,-2,84.2,15.33,45.7,85.6,39.9,0.466,205.2,0.28,0.54,196,0.36,1627,0.1,76760,--------,-------,773,8256,1000,92.5,112.6,20.1,0.178,200.3,0,0.341,485,0.593,7905,0.066,7938,--------,-------,5198,5379,192.4
651,651,Pocillopora,21,6,Papagayo6,20250208.1,02/08/2025,61459,900,-2,83.2,15.33,37.8,66.4,28.6,0.431,253.5,0.36,0.54,252,0.32,1233,0.15,51903,--------,-------,617,8105,1100,64.2,78.1,13.9,0.178,174.4,0.17,0.445,1149,0.057,9406,0.498,9423,--------,-------,5516,5738,181.3
652,652,Pocillopora,21,6,Papagayo6,20250208.11,02/08/2025,61468,893.3,-2,83.7,15.32,59.8,117,57.2,0.489,292.2,0.25,0.59,218,0.34,1641,0.07,85917,--------,-------,733,6794,800,129.3,151.7,22.4,0.148,136.5,0.04,0.222,429,0.065,8863,0.713,8873,--------,-------,6870,7000,145.6
653,653,Pocillopora,21,6,Papagayo6,20250208.11,02/08/2025,61478,900,-2,83.3,15.32,39,74.7,35.7,0.478,281.5,0.2,0.72,467,0.15,4193,0.13,86222,--------,-------,1110,11859,1000,77.7,91,13.3,0.146,291.9,0,0.347,940,0.583,9565,0.07,9585,--------,-------,6349,6575,157.5
654,654,Pavona,22,6,Papagayo6,20250208.11,02/08/2025,61735,900,-2.2,84.6,15.27,69.3,105.5,36.1,0.343,252.9,0.09,0.63,568,0.18,1121,0.19,84881,--------,-------,690,16774,800,105,118.3,13.3,0.112,212.9,0.01,0.347,419,0.598,9479,0.055,9481,--------,-------,6149,6333,162.6
655,655,Pavona,22,6,Papagayo6,20250208.11,02/08/2025,61743,638.7,-2.2,83.7,15.27,85.8,177.4,91.5,0.516,375.7,0.06,0.56,294,0.33,1428,0.11,72496,--------,-------,712,8401,600,219.1,240.6,21.4,0.089,224.3,0,0.073,921,0.886,13497,0.041,13552,--------,-------,12540,12582,79.7
656,656,Pavona,22,6,Papagayo6,20250208.11,02/08/2025,61752,563.6,-2.1,84.5,15.26,82.6,164,81.3,0.496,386.3,0.11,0.59,349,0.3,1592,0.11,83545,--------,-------,768,10021,700,182.4,209.5,27.1,0.129,226.8,0,0.21,612,0.724,12402,0.067,12403,--------,-------,9754,9931,102.5
657,657,Pavona,22,6,Papagayo6,20250208.11,02/08/2025,61760,900,-2.3,84.5,15.26,62.3,94.2,31.9,0.339,256.9,0.03,0.76,698,0.08,5409,0.16,95611,--------,-------,1135,16216,800,92.8,105,12.3,0.117,152,0,0.337,837,0.051,9745,0.612,9759,--------,-------,6595,6756,151.6
658,658,Pavona,22,6,Papagayo6,20250208.11,02/08/2025,61768,666.1,-2.3,84.3,15.25,75.2,147.4,72.2,0.49,367.9,0.11,0.7,461,0.17,2480,0.13,52407,--------,-------,853,7435,700,176.2,197.5,21.3,0.108,243,0,0.103,709,0.846,13444,0.051,13466,--------,-------,12060,12133,82.9
659,659,Porites,23,6,Papagayo6,20250208.11,02/08/2025,61815,900,-2.4,85.2,15.24,54.3,101.2,46.8,0.463,248.9,0.12,0.65,299,0.22,1753,0.12,86872,--------,-------,669,11248,900,95.3,116.8,21.4,0.184,158,0.18,0.277,507,0.082,6737,0.64,6742,--------,-------,4856,5011,205.9
660,660,Porites,23,6,Papagayo6,20250208.11,02/08/2025,61825,900,-2.3,84.9,15.24,47.1,81,33.9,0.418,246.6,0.31,0.54,386,0.31,1398,0.15,101369,--------,-------,751,16285,900,72.3,88.5,16.2,0.183,194.7,0.02,0.471,518,0.471,8098,0.058,8258,--------,-------,4311,4538,232
661,661,Porites,23,6,Papagayo6,20250208.11,02/08/2025,61834,900,-2.3,84.8,15.24,55.7,101.7,46,0.452,257.9,0.36,0.6,389,0.26,2829,0.15,66129,--------,-------,1127,10608,900,94.4,112.8,18.3,0.163,166,0,0.335,715,0.618,8830,0.047,8832,--------,-------,5979,6114,167.3
662,662,Porites,23,6,Papagayo6,20250208.12,02/08/2025,61845,900,-2.3,84.2,15.24,59.4,115.8,56.4,0.487,286.6,0.15,0.52,246,0.38,1250,0.1,86678,--------,-------,670,9140,800,126.1,146.3,20.2,0.138,158.7,0.07,0.213,707,0.757,10585,0.03,10598,--------,-------,8418,8482,118.8
663,663,Porites,23,6,Papagayo6,20250208.12,02/08/2025,61853,900,-2.3,85,15.24,57.5,101.5,44,0.434,289.4,0.41,0.66,341,0.26,3708,0.08,84322,--------,-------,1297,7937,900,100.9,118.6,17.8,0.15,167.5,0.02,0.259,643,0.03,8613,0.711,8689,--------,-------,6539,6602,152.9
664,664,Porites,24,6,Papagayo6,20250208.12,02/08/2025,61909,900,-2.2,84.9,15.22,58.2,96.7,38.5,0.398,339.6,0.28,0.65,389,0.25,3178,0.1,901055,--------,-------,1171,92547,800,90.2,105.1,14.9,0.142,186.7,0,0.349,676,0.583,8586,0.068,8607,--------,-------,5624,5827,177.8
665,665,Porites,24,6,Papagayo6,20250208.12,02/08/2025,61919,900,-2.2,84.8,15.22,53.4,85.5,32.1,0.376,262.2,0.22,0.69,382,0.2,3716,0.11,901055,--------,-------,1144,96057,900,81.4,96.9,15.5,0.16,181.4,0,0.424,795,0.067,8261,0.509,8263,--------,-------,4868,5097,205.4
666,666,Porites,24,6,Papagayo6,20250208.12,02/08/2025,61929,755,-2.2,84.7,15.22,75.5,152,76.4,0.503,379.8,0.26,0.7,418,0.19,3405,0.11,97901,--------,-------,1062,11667,700,170.4,197.2,26.9,0.136,169.8,0,0.213,525,0.74,11946,0.047,11967,--------,-------,9395,9516,106.4
667,667,Porites,24,6,Papagayo6,20250208.12,02/08/2025,61939,900,-2.2,84.9,15.21,72.3,133.7,61.4,0.459,279.8,0.23,0.51,276,0.36,2394,0.12,52019,--------,-------,1152,7377,700,116.5,135.5,19,0.14,265.4,0.25,0.294,299,0.05,8669,0.656,8677,--------,-------,6086,6214,164.3
668,668,Porites,24,6,Papagayo6,20250208.12,02/08/2025,61948,900,-2.2,84.9,15.21,54.6,97.2,42.6,0.438,258.3,0.07,0.55,329,0.33,1724,0.12,84990,--------,-------,859,10836,900,87.5,100.6,13.1,0.13,261,0,0.295,865,0.635,8845,0.07,8875,--------,-------,6313,6493,158.4
669,669,Pocillopora,25,6,Papagayo6,20250208.12,02/08/2025,61977,900,-2.2,85,15.21,45.6,76.8,31.2,0.406,212.4,0.27,0.58,238,0.33,2194,0.1,901055,--------,-------,948,88327,900,75.4,87.3,12,0.137,167.9,0.32,0.246,570,0.054,8826,0.699,8826,--------,-------,6675,6791,149.8
670,670,Pocillopora,25,6,Papagayo6,20250208.12,02/08/2025,61990,900,-2.2,84.7,15.2,35.7,60.2,24.5,0.407,275.9,0.32,0.49,182,0.41,1319,0.1,127774,--------,-------,702,13981,1100,60.2,71.2,11,0.155,207,0,0.393,988,0.537,7883,0.07,7894,--------,-------,4970,5176,201.2
671,671,Pocillopora,25,6,Papagayo6,20250208.12,02/08/2025,62000,900,-2.3,84.8,15.2,43,70.3,27.3,0.388,295.9,0.24,0.65,591,0.22,3734,0.12,901055,--------,-------,1392,111588,1000,66.4,77.8,11.5,0.147,173.1,0,0.4,987,0.067,8115,0.533,8121,--------,-------,5063,5267,197.5
672,672,Pocillopora,25,6,Papagayo6,20250208.13,02/08/2025,62015,900,-2.4,85.3,15.2,46.5,74.4,27.9,0.375,203.7,0.18,0.69,462,0.18,3456,0.13,901055,--------,-------,1077,116924,1000,68.5,79.3,10.8,0.136,314.3,0.01,0.31,685,0.106,689,0.584,6098,--------,-------,4219,3845,237
673,673,Pocillopora,25,6,Papagayo6,20250208.13,02/08/2025,62026,900,-2.5,85.2,15.19,24.1,40.8,16.6,0.408,266.4,0.51,0.62,219,0.28,2910,0.1,212649,--------,-------,1044,22490,1300,36.9,44,7.1,0.162,247.9,0.01,0.375,805,0.073,809,0.552,6890,--------,-------,4429,4164,225.8
674,674,Pavona,26,6,Papagayo6,20250208.13,02/08/2025,62223,900,-2.6,82.6,15.18,62.2,101.2,39,0.385,251.8,0.14,0.13,629,0.69,630,0.17,45534,--------,-------,630,8328,700,95.6,109.9,14.3,0.13,276.9,0,0.323,583,0.597,7778,0.08,7806,--------,-------,5251,5456,190.4
675,675,Pavona,26,6,Papagayo6,20250208.13,02/08/2025,62231,701.6,-2.7,83.1,15.18,73.8,142,68.3,0.481,323.6,0.07,0.61,324,0.3,1598,0.1,96217,--------,-------,740,9945,700,173.1,197.2,24.1,0.122,175.5,0.06,0.204,428,0.763,12009,0.033,12031,--------,-------,9563,9645,104.6
676,676,Pavona,26,6,Papagayo6,20250208.13,02/08/2025,62240,637.3,-2.7,83.5,15.17,79.2,156,76.8,0.492,344.7,0.1,0.59,313,0.31,1880,0.1,72605,--------,-------,852,8373,700,173.4,197.3,23.9,0.121,204.8,0,0.179,596,0.762,12121,0.059,12140,--------,-------,9925,10055,100.8
677,677,Pavona,26,6,Papagayo6,20250208.13,02/08/2025,62250,778.1,-2.8,83.9,15.16,77.7,140.7,63,0.448,334.4,0.19,0.64,314,0.24,2470,0.11,66686,--------,-------,908,8294,700,150.9,171.9,21,0.122,219,0,0.194,544,0.069,9881,0.737,9886,--------,-------,7943,8077,125.9
678,678,Pavona,26,6,Papagayo6,20250208.13,02/08/2025,62259,802,-2.8,84.3,15.16,76.4,139.8,63.5,0.454,300.2,0.13,0.63,407,0.28,1888,0.09,123143,--------,-------,858,12336,700,155.3,176,20.7,0.118,198,0,0.231,641,0.716,11342,0.053,11372,--------,-------,8733,8872,114.5
679,679,Pocillopora,27,6,Papagayo6,20250208.13,02/08/2025,62313,900,-2.8,84.2,15.14,53.8,96.5,42.7,0.442,263.8,0.16,0.76,363,0.17,4561,0.07,548061,--------,-------,1117,41399,900,88.4,109.9,21.5,0.196,160.1,0,0.531,1059,0.42,6228,0.049,6231,--------,-------,3342,3483,299.2
680,680,Pocillopora,27,6,Papagayo6,20250208.13,02/08/2025,62324,900,-2.8,84.7,15.14,37.4,60.5,23.1,0.381,241.5,0.15,0.7,509,0.18,2862,0.12,67742,--------,-------,984,8851,1000,58.7,73.8,15.1,0.205,192,0,0.459,642,0.052,5643,0.488,5653,--------,-------,3224,3350,310.2
681,681,Pocillopora,27,6,Papagayo6,20250208.14,02/08/2025,62335,900,-2.9,84.5,15.13,51.2,91.7,40.5,0.442,270.1,0.15,0.63,356,0.26,1750,0.12,57662,--------,-------,760,7495,900,77,95.3,18.4,0.193,200,0,0.513,979,0.06,1059,0.427,7796,--------,-------,4077,3896,245.3
682,682,Pocillopora,27,6,Papagayo6,20250208.14,02/08/2025,62345,900,-2.8,84.9,15.12,54.6,101.7,47.1,0.463,289,0.08,0.74,387,0.17,3920,0.09,125581,--------,-------,1058,12133,800,95,116.3,21.3,0.183,218.4,0,0.357,457,0.562,6014,0.081,11836,--------,-------,3853,4499,259.6
683,683,Pocillopora,27,6,Papagayo6,20250208.14,02/08/2025,62354,900,-2.8,84.6,15.12,41.9,75.9,34.1,0.449,242.9,0.27,0.67,350,0.23,3587,0.1,145116,--------,-------,1181,15225,1000,70.9,85.2,14.3,0.167,221.1,0,0.371,865,0.532,6043,0.097,6064,--------,-------,3915,4123,255.4
684,684,Pavona,28,6,Papagayo6,20250208.14,02/08/2025,62594,479,-2.7,84.4,15.07,66.4,138.7,72.2,0.521,358.5,0.14,0.63,340,0.26,1840,0.11,76314,--------,-------,772,9013,700,158.2,182.7,24.5,0.134,198.5,0.02,0.248,560,0.044,16293,0.708,16343,--------,-------,12246,12425,81.7
685,685,Pavona,28,6,Papagayo6,20250208.14,02/08/2025,62604,499.2,-2.6,84.7,15.07,55.3,115,59.6,0.519,346.9,0.12,0.63,311,0.24,1681,0.13,45803,--------,-------,689,6344,800,133.6,152.9,19.3,0.126,210.3,0,0.218,611,0.722,14544,0.06,14557,--------,-------,11308,11503,88.4
686,686,Pavona,28,6,Papagayo6,20250208.14,02/08/2025,62612,575.3,-2.7,85.2,15.06,51.3,103.7,52.4,0.505,333.9,0.22,0.66,299,0.24,1994,0.1,88328,--------,-------,752,9579,900,127.3,148.1,20.8,0.14,139.8,0.11,0.214,483,0.042,13786,0.743,13816,--------,-------,10833,10957,92.3
687,687,Pavona,28,6,Papagayo6,20250208.14,02/08/2025,62622,900,-2.7,86,15.06,50.5,72.6,22.1,0.304,257.8,0.24,0.53,504,0.35,1174,0.12,1144903,--------,-------,769,142761,900,60.6,73,12.4,0.169,203.6,0,0.596,640,0.047,901,0.357,5151,--------,-------,2331,2264,429.1
688,688,Pavona,28,6,Papagayo6,20250208.14,02/08/2025,62635,900,-2.7,85.8,15.05,51.3,87.3,36,0.412,249.3,0.05,0.76,559,0.14,7972,0.1,195486,--------,-------,1725,21355,900,84.9,98.9,14,0.141,197.5,0.11,0.342,389,0.049,8233,0.609,8301,--------,-------,5455,5590,183.3
689,689,Pocillopora,29,6,Papagayo6,20250208.14,02/08/2025,62703,900,-2.8,85.6,15.04,41.6,83.7,42.1,0.503,268.2,0.24,0.6,249,0.31,1812,0.09,236182,--------,-------,789,22024,900,83.9,102,18.1,0.178,172.4,0.17,0.346,816,0.054,8922,0.601,8938,--------,-------,5972,6131,167.4
690,690,Pocillopora,29,6,Papagayo6,20250208.14,02/08/2025,62712,604.5,-2.7,85.3,15.04,52.7,104.8,52.2,0.498,258.3,0.26,0.62,416,0.27,2850,0.11,110972,--------,-------,1144,13408,900,130.6,148.8,18.3,0.123,167.2,0.11,0.166,383,0.029,16215,0.805,16217,--------,-------,13515,13595,74
691,691,Pocillopora,29,6,Papagayo6,20250208.15,02/08/2025,62723,900,-2.8,85,15.03,32.4,60.3,27.9,0.462,238,0.14,0.55,369,0.31,1001,0.14,89566,--------,-------,597,13492,1100,70.6,84.8,14.2,0.167,239.2,0.16,0.305,618,0.064,8107,0.631,8111,--------,-------,5668,5823,176.4
692,692,Pocillopora,29,6,Papagayo6,20250208.15,02/08/2025,62733,900,-2.8,84.7,15.03,33.9,58.2,24.3,0.418,267.4,0.26,0.59,201,0.33,1156,0.08,901055,--------,-------,544,74920,1100,19.4,23.1,3.7,0.16,222.4,0,0.118,247,0.127,28903,0.755,28915,--------,-------,25040,25529,39.9
